longitude,latitude,elevation
17.0322222222,51.1255555556,116
17.0325000000,51.1255555556,116
17.0327777778,51.1255555556,116
17.0330555556,51.1255555556,116
17.0333333333,51.1255555556,117
17.0336111111,51.1255555556,117
17.0338888889,51.1255555556,118
17.0341666667,51.1255555556,118
17.0344444444,51.1255555556,119
17.0347222222,51.1255555556,118
17.0350000000,51.1255555556,117
17.0352777778,51.1255555556,117
17.0355555556,51.1255555556,116
17.0358333333,51.1255555556,116
17.0361111111,51.1255555556,116
17.0363888889,51.1255555556,116
17.0366666667,51.1255555556,115
17.0369444444,51.1255555556,115
17.0372222222,51.1255555556,116
17.0375000000,51.1255555556,116
17.0377777778,51.1255555556,115
17.0380555556,51.1255555556,115
17.0383333333,51.1255555556,114
17.0244444444,51.1252777778,116
17.0247222222,51.1252777778,116
17.0250000000,51.1252777778,115
17.0252777778,51.1252777778,115
17.0255555556,51.1252777778,115
17.0258333333,51.1252777778,115
17.0261111111,51.1252777778,116
17.0263888889,51.1252777778,116
17.0266666667,51.1252777778,117
17.0269444444,51.1252777778,117
17.0272222222,51.1252777778,116
17.0275000000,51.1252777778,116
17.0277777778,51.1252777778,116
17.0280555556,51.1252777778,115
17.0283333333,51.1252777778,114
17.0286111111,51.1252777778,114
17.0288888889,51.1252777778,114
17.0291666667,51.1252777778,114
17.0294444444,51.1252777778,114
17.0297222222,51.1252777778,115
17.0300000000,51.1252777778,117
17.0302777778,51.1252777778,117
17.0305555556,51.1252777778,118
17.0308333333,51.1252777778,118
17.0311111111,51.1252777778,117
17.0313888889,51.1252777778,117
17.0316666667,51.1252777778,117
17.0319444444,51.1252777778,117
17.0322222222,51.1252777778,117
17.0325000000,51.1252777778,116
17.0327777778,51.1252777778,115
17.0330555556,51.1252777778,115
17.0333333333,51.1252777778,115
17.0336111111,51.1252777778,116
17.0338888889,51.1252777778,117
17.0341666667,51.1252777778,117
17.0344444444,51.1252777778,118
17.0347222222,51.1252777778,117
17.0350000000,51.1252777778,116
17.0352777778,51.1252777778,115
17.0355555556,51.1252777778,114
17.0358333333,51.1252777778,114
17.0361111111,51.1252777778,115
17.0363888889,51.1252777778,115
17.0366666667,51.1252777778,114
17.0369444444,51.1252777778,114
17.0372222222,51.1252777778,114
17.0375000000,51.1252777778,114
17.0377777778,51.1252777778,114
17.0380555556,51.1252777778,114
17.0383333333,51.1252777778,114
17.0244444444,51.1250000000,113
17.0247222222,51.1250000000,113
17.0250000000,51.1250000000,113
17.0252777778,51.1250000000,113
17.0255555556,51.1250000000,113
17.0258333333,51.1250000000,114
17.0261111111,51.1250000000,115
17.0263888889,51.1250000000,116
17.0266666667,51.1250000000,117
17.0269444444,51.1250000000,117
17.0272222222,51.1250000000,117
17.0275000000,51.1250000000,117
17.0277777778,51.1250000000,116
17.0280555556,51.1250000000,116
17.0283333333,51.1250000000,116
17.0286111111,51.1250000000,116
17.0288888889,51.1250000000,116
17.0291666667,51.1250000000,116
17.0294444444,51.1250000000,115
17.0297222222,51.1250000000,116
17.0300000000,51.1250000000,117
17.0302777778,51.1250000000,117
17.0305555556,51.1250000000,117
17.0308333333,51.1250000000,116
17.0311111111,51.1250000000,115
17.0313888889,51.1250000000,116
17.0316666667,51.1250000000,117
17.0319444444,51.1250000000,117
17.0322222222,51.1250000000,118
17.0325000000,51.1250000000,117
17.0327777778,51.1250000000,116
17.0330555556,51.1250000000,115
17.0333333333,51.1250000000,113
17.0336111111,51.1250000000,113
17.0338888889,51.1250000000,114
17.0341666667,51.1250000000,115
17.0344444444,51.1250000000,116
17.0347222222,51.1250000000,115
17.0350000000,51.1250000000,113
17.0352777778,51.1250000000,113
17.0355555556,51.1250000000,112
17.0358333333,51.1250000000,113
17.0361111111,51.1250000000,114
17.0363888889,51.1250000000,114
17.0366666667,51.1250000000,115
17.0369444444,51.1250000000,115
17.0372222222,51.1250000000,114
17.0375000000,51.1250000000,114
17.0377777778,51.1250000000,114
17.0380555556,51.1250000000,114
17.0383333333,51.1250000000,114
17.0244444444,51.1247222222,114
17.0247222222,51.1247222222,114
17.0250000000,51.1247222222,114
17.0252777778,51.1247222222,114
17.0255555556,51.1247222222,114
17.0258333333,51.1247222222,115
17.0261111111,51.1247222222,116
17.0263888889,51.1247222222,117
17.0266666667,51.1247222222,118
17.0269444444,51.1247222222,118
17.0272222222,51.1247222222,117
17.0275000000,51.1247222222,117
17.0277777778,51.1247222222,117
17.0280555556,51.1247222222,117
17.0283333333,51.1247222222,118
17.0286111111,51.1247222222,118
17.0288888889,51.1247222222,118
17.0291666667,51.1247222222,118
17.0294444444,51.1247222222,117
17.0297222222,51.1247222222,117
17.0300000000,51.1247222222,116
17.0302777778,51.1247222222,116
17.0305555556,51.1247222222,116
17.0308333333,51.1247222222,115
17.0311111111,51.1247222222,114
17.0313888889,51.1247222222,114
17.0316666667,51.1247222222,115
17.0319444444,51.1247222222,116
17.0322222222,51.1247222222,117
17.0325000000,51.1247222222,116
17.0327777778,51.1247222222,115
17.0330555556,51.1247222222,114
17.0333333333,51.1247222222,113
17.0336111111,51.1247222222,113
17.0338888889,51.1247222222,113
17.0341666667,51.1247222222,113
17.0344444444,51.1247222222,113
17.0347222222,51.1247222222,113
17.0350000000,51.1247222222,112
17.0352777778,51.1247222222,112
17.0355555556,51.1247222222,111
17.0358333333,51.1247222222,111
17.0361111111,51.1247222222,112
17.0363888889,51.1247222222,113
17.0366666667,51.1247222222,114
17.0369444444,51.1247222222,114
17.0372222222,51.1247222222,113
17.0375000000,51.1247222222,113
17.0377777778,51.1247222222,113
17.0380555556,51.1247222222,113
17.0383333333,51.1247222222,114
17.0244444444,51.1244444444,117
17.0247222222,51.1244444444,117
17.0250000000,51.1244444444,118
17.0252777778,51.1244444444,118
17.0255555556,51.1244444444,117
17.0258333333,51.1244444444,117
17.0261111111,51.1244444444,117
17.0263888889,51.1244444444,117
17.0266666667,51.1244444444,118
17.0269444444,51.1244444444,118
17.0272222222,51.1244444444,117
17.0275000000,51.1244444444,117
17.0277777778,51.1244444444,118
17.0280555556,51.1244444444,118
17.0283333333,51.1244444444,119
17.0286111111,51.1244444444,119
17.0288888889,51.1244444444,118
17.0291666667,51.1244444444,117
17.0294444444,51.1244444444,116
17.0297222222,51.1244444444,116
17.0300000000,51.1244444444,116
17.0302777778,51.1244444444,117
17.0305555556,51.1244444444,118
17.0308333333,51.1244444444,117
17.0311111111,51.1244444444,116
17.0313888889,51.1244444444,116
17.0316666667,51.1244444444,116
17.0319444444,51.1244444444,116
17.0322222222,51.1244444444,116
17.0325000000,51.1244444444,115
17.0327777778,51.1244444444,114
17.0330555556,51.1244444444,115
17.0333333333,51.1244444444,116
17.0336111111,51.1244444444,116
17.0338888889,51.1244444444,115
17.0341666667,51.1244444444,115
17.0344444444,51.1244444444,115
17.0347222222,51.1244444444,115
17.0350000000,51.1244444444,114
17.0352777778,51.1244444444,113
17.0355555556,51.1244444444,112
17.0358333333,51.1244444444,112
17.0361111111,51.1244444444,113
17.0363888889,51.1244444444,113
17.0366666667,51.1244444444,114
17.0369444444,51.1244444444,114
17.0372222222,51.1244444444,114
17.0375000000,51.1244444444,114
17.0377777778,51.1244444444,114
17.0380555556,51.1244444444,114
17.0383333333,51.1244444444,114
17.0244444444,51.1241666667,124
17.0247222222,51.1241666667,123
17.0250000000,51.1241666667,122
17.0252777778,51.1241666667,121
17.0255555556,51.1241666667,119
17.0258333333,51.1241666667,118
17.0261111111,51.1241666667,116
17.0263888889,51.1241666667,116
17.0266666667,51.1241666667,116
17.0269444444,51.1241666667,116
17.0272222222,51.1241666667,116
17.0275000000,51.1241666667,117
17.0277777778,51.1241666667,118
17.0280555556,51.1241666667,118
17.0283333333,51.1241666667,118
17.0286111111,51.1241666667,118
17.0288888889,51.1241666667,117
17.0291666667,51.1241666667,117
17.0294444444,51.1241666667,116
17.0297222222,51.1241666667,116
17.0300000000,51.1241666667,117
17.0302777778,51.1241666667,117
17.0305555556,51.1241666667,118
17.0308333333,51.1241666667,117
17.0311111111,51.1241666667,116
17.0313888889,51.1241666667,116
17.0316666667,51.1241666667,115
17.0319444444,51.1241666667,115
17.0322222222,51.1241666667,114
17.0325000000,51.1241666667,114
17.0327777778,51.1241666667,114
17.0330555556,51.1241666667,117
17.0333333333,51.1241666667,120
17.0336111111,51.1241666667,120
17.0338888889,51.1241666667,119
17.0341666667,51.1241666667,118
17.0344444444,51.1241666667,117
17.0347222222,51.1241666667,117
17.0350000000,51.1241666667,118
17.0352777778,51.1241666667,117
17.0355555556,51.1241666667,115
17.0358333333,51.1241666667,115
17.0361111111,51.1241666667,115
17.0363888889,51.1241666667,116
17.0366666667,51.1241666667,117
17.0369444444,51.1241666667,117
17.0372222222,51.1241666667,116
17.0375000000,51.1241666667,116
17.0377777778,51.1241666667,115
17.0380555556,51.1241666667,115
17.0383333333,51.1241666667,115
17.0244444444,51.1238888889,126
17.0247222222,51.1238888889,125
17.0250000000,51.1238888889,123
17.0252777778,51.1238888889,120
17.0255555556,51.1238888889,117
17.0258333333,51.1238888889,116
17.0261111111,51.1238888889,114
17.0263888889,51.1238888889,114
17.0266666667,51.1238888889,114
17.0269444444,51.1238888889,114
17.0272222222,51.1238888889,115
17.0275000000,51.1238888889,115
17.0277777778,51.1238888889,116
17.0280555556,51.1238888889,116
17.0283333333,51.1238888889,117
17.0286111111,51.1238888889,117
17.0288888889,51.1238888889,116
17.0291666667,51.1238888889,116
17.0294444444,51.1238888889,117
17.0297222222,51.1238888889,118
17.0300000000,51.1238888889,120
17.0302777778,51.1238888889,119
17.0305555556,51.1238888889,117
17.0308333333,51.1238888889,116
17.0311111111,51.1238888889,114
17.0313888889,51.1238888889,114
17.0316666667,51.1238888889,114
17.0319444444,51.1238888889,114
17.0322222222,51.1238888889,114
17.0325000000,51.1238888889,116
17.0327777778,51.1238888889,118
17.0330555556,51.1238888889,120
17.0333333333,51.1238888889,122
17.0336111111,51.1238888889,121
17.0338888889,51.1238888889,119
17.0341666667,51.1238888889,119
17.0344444444,51.1238888889,119
17.0347222222,51.1238888889,119
17.0350000000,51.1238888889,120
17.0352777778,51.1238888889,118
17.0355555556,51.1238888889,116
17.0358333333,51.1238888889,116
17.0361111111,51.1238888889,116
17.0363888889,51.1238888889,116
17.0366666667,51.1238888889,117
17.0369444444,51.1238888889,117
17.0372222222,51.1238888889,117
17.0375000000,51.1238888889,116
17.0377777778,51.1238888889,115
17.0380555556,51.1238888889,115
17.0383333333,51.1238888889,114
17.0244444444,51.1236111111,124
17.0247222222,51.1236111111,122
17.0250000000,51.1236111111,120
17.0252777778,51.1236111111,118
17.0255555556,51.1236111111,116
17.0258333333,51.1236111111,115
17.0261111111,51.1236111111,114
17.0263888889,51.1236111111,114
17.0266666667,51.1236111111,114
17.0269444444,51.1236111111,114
17.0272222222,51.1236111111,113
17.0275000000,51.1236111111,114
17.0277777778,51.1236111111,115
17.0280555556,51.1236111111,116
17.0283333333,51.1236111111,117
17.0286111111,51.1236111111,117
17.0288888889,51.1236111111,118
17.0291666667,51.1236111111,118
17.0294444444,51.1236111111,119
17.0297222222,51.1236111111,120
17.0300000000,51.1236111111,121
17.0302777778,51.1236111111,119
17.0305555556,51.1236111111,116
17.0308333333,51.1236111111,114
17.0311111111,51.1236111111,112
17.0313888889,51.1236111111,113
17.0316666667,51.1236111111,114
17.0319444444,51.1236111111,115
17.0322222222,51.1236111111,117
17.0325000000,51.1236111111,119
17.0327777778,51.1236111111,122
17.0330555556,51.1236111111,122
17.0333333333,51.1236111111,122
17.0336111111,51.1236111111,121
17.0338888889,51.1236111111,119
17.0341666667,51.1236111111,119
17.0344444444,51.1236111111,120
17.0347222222,51.1236111111,120
17.0350000000,51.1236111111,120
17.0352777778,51.1236111111,118
17.0355555556,51.1236111111,116
17.0358333333,51.1236111111,116
17.0361111111,51.1236111111,115
17.0363888889,51.1236111111,115
17.0366666667,51.1236111111,116
17.0369444444,51.1236111111,116
17.0372222222,51.1236111111,115
17.0375000000,51.1236111111,115
17.0377777778,51.1236111111,115
17.0380555556,51.1236111111,115
17.0383333333,51.1236111111,115
17.0244444444,51.1233333333,121
17.0247222222,51.1233333333,120
17.0250000000,51.1233333333,118
17.0252777778,51.1233333333,117
17.0255555556,51.1233333333,116
17.0258333333,51.1233333333,116
17.0261111111,51.1233333333,116
17.0263888889,51.1233333333,116
17.0266666667,51.1233333333,115
17.0269444444,51.1233333333,114
17.0272222222,51.1233333333,112
17.0275000000,51.1233333333,113
17.0277777778,51.1233333333,114
17.0280555556,51.1233333333,115
17.0283333333,51.1233333333,116
17.0286111111,51.1233333333,117
17.0288888889,51.1233333333,119
17.0291666667,51.1233333333,119
17.0294444444,51.1233333333,118
17.0297222222,51.1233333333,118
17.0300000000,51.1233333333,119
17.0302777778,51.1233333333,118
17.0305555556,51.1233333333,117
17.0308333333,51.1233333333,116
17.0311111111,51.1233333333,114
17.0313888889,51.1233333333,114
17.0316666667,51.1233333333,115
17.0319444444,51.1233333333,117
17.0322222222,51.1233333333,120
17.0325000000,51.1233333333,121
17.0327777778,51.1233333333,122
17.0330555556,51.1233333333,122
17.0333333333,51.1233333333,121
17.0336111111,51.1233333333,119
17.0338888889,51.1233333333,117
17.0341666667,51.1233333333,118
17.0344444444,51.1233333333,119
17.0347222222,51.1233333333,119
17.0350000000,51.1233333333,120
17.0352777778,51.1233333333,118
17.0355555556,51.1233333333,116
17.0358333333,51.1233333333,116
17.0361111111,51.1233333333,115
17.0363888889,51.1233333333,115
17.0366666667,51.1233333333,115
17.0369444444,51.1233333333,115
17.0372222222,51.1233333333,114
17.0375000000,51.1233333333,114
17.0377777778,51.1233333333,115
17.0380555556,51.1233333333,115
17.0383333333,51.1233333333,116
17.0244444444,51.1230555556,120
17.0247222222,51.1230555556,120
17.0250000000,51.1230555556,119
17.0252777778,51.1230555556,118
17.0255555556,51.1230555556,116
17.0258333333,51.1230555556,115
17.0261111111,51.1230555556,114
17.0263888889,51.1230555556,114
17.0266666667,51.1230555556,115
17.0269444444,51.1230555556,115
17.0272222222,51.1230555556,114
17.0275000000,51.1230555556,114
17.0277777778,51.1230555556,114
17.0280555556,51.1230555556,115
17.0283333333,51.1230555556,116
17.0286111111,51.1230555556,117
17.0288888889,51.1230555556,118
17.0291666667,51.1230555556,118
17.0294444444,51.1230555556,117
17.0297222222,51.1230555556,117
17.0300000000,51.1230555556,116
17.0302777778,51.1230555556,116
17.0305555556,51.1230555556,117
17.0308333333,51.1230555556,116
17.0311111111,51.1230555556,115
17.0313888889,51.1230555556,115
17.0316666667,51.1230555556,116
17.0319444444,51.1230555556,118
17.0322222222,51.1230555556,121
17.0325000000,51.1230555556,121
17.0327777778,51.1230555556,120
17.0330555556,51.1230555556,120
17.0333333333,51.1230555556,119
17.0336111111,51.1230555556,118
17.0338888889,51.1230555556,117
17.0341666667,51.1230555556,118
17.0344444444,51.1230555556,119
17.0347222222,51.1230555556,119
17.0350000000,51.1230555556,119
17.0352777778,51.1230555556,118
17.0355555556,51.1230555556,117
17.0358333333,51.1230555556,117
17.0361111111,51.1230555556,117
17.0363888889,51.1230555556,117
17.0366666667,51.1230555556,116
17.0369444444,51.1230555556,115
17.0372222222,51.1230555556,114
17.0375000000,51.1230555556,114
17.0377777778,51.1230555556,114
17.0380555556,51.1230555556,115
17.0383333333,51.1230555556,116
17.0244444444,51.1227777778,119
17.0247222222,51.1227777778,118
17.0250000000,51.1227777778,116
17.0252777778,51.1227777778,115
17.0255555556,51.1227777778,114
17.0258333333,51.1227777778,113
17.0261111111,51.1227777778,112
17.0263888889,51.1227777778,112
17.0266666667,51.1227777778,113
17.0269444444,51.1227777778,113
17.0272222222,51.1227777778,114
17.0275000000,51.1227777778,115
17.0277777778,51.1227777778,117
17.0280555556,51.1227777778,117
17.0283333333,51.1227777778,117
17.0286111111,51.1227777778,117
17.0288888889,51.1227777778,117
17.0291666667,51.1227777778,116
17.0294444444,51.1227777778,115
17.0297222222,51.1227777778,115
17.0300000000,51.1227777778,115
17.0302777778,51.1227777778,115
17.0305555556,51.1227777778,116
17.0308333333,51.1227777778,116
17.0311111111,51.1227777778,115
17.0313888889,51.1227777778,115
17.0316666667,51.1227777778,116
17.0319444444,51.1227777778,117
17.0322222222,51.1227777778,119
17.0325000000,51.1227777778,118
17.0327777778,51.1227777778,117
17.0330555556,51.1227777778,117
17.0333333333,51.1227777778,117
17.0336111111,51.1227777778,117
17.0338888889,51.1227777778,118
17.0341666667,51.1227777778,118
17.0344444444,51.1227777778,119
17.0347222222,51.1227777778,119
17.0350000000,51.1227777778,118
17.0352777778,51.1227777778,118
17.0355555556,51.1227777778,118
17.0358333333,51.1227777778,118
17.0361111111,51.1227777778,118
17.0363888889,51.1227777778,118
17.0366666667,51.1227777778,118
17.0369444444,51.1227777778,117
17.0372222222,51.1227777778,116
17.0375000000,51.1227777778,116
17.0377777778,51.1227777778,115
17.0380555556,51.1227777778,115
17.0383333333,51.1227777778,116
17.0244444444,51.1225000000,117
17.0247222222,51.1225000000,117
17.0250000000,51.1225000000,116
17.0252777778,51.1225000000,115
17.0255555556,51.1225000000,114
17.0258333333,51.1225000000,114
17.0261111111,51.1225000000,113
17.0263888889,51.1225000000,113
17.0266666667,51.1225000000,114
17.0269444444,51.1225000000,114
17.0272222222,51.1225000000,114
17.0275000000,51.1225000000,114
17.0277777778,51.1225000000,115
17.0280555556,51.1225000000,116
17.0283333333,51.1225000000,118
17.0286111111,51.1225000000,118
17.0288888889,51.1225000000,118
17.0291666667,51.1225000000,118
17.0294444444,51.1225000000,117
17.0297222222,51.1225000000,116
17.0300000000,51.1225000000,115
17.0302777778,51.1225000000,115
17.0305555556,51.1225000000,115
17.0308333333,51.1225000000,115
17.0311111111,51.1225000000,114
17.0313888889,51.1225000000,114
17.0316666667,51.1225000000,114
17.0319444444,51.1225000000,114
17.0322222222,51.1225000000,115
17.0325000000,51.1225000000,115
17.0327777778,51.1225000000,115
17.0330555556,51.1225000000,116
17.0333333333,51.1225000000,117
17.0336111111,51.1225000000,117
17.0338888889,51.1225000000,117
17.0341666667,51.1225000000,117
17.0344444444,51.1225000000,118
17.0347222222,51.1225000000,118
17.0350000000,51.1225000000,119
17.0352777778,51.1225000000,119
17.0355555556,51.1225000000,119
17.0358333333,51.1225000000,119
17.0361111111,51.1225000000,119
17.0363888889,51.1225000000,119
17.0366666667,51.1225000000,118
17.0369444444,51.1225000000,117
17.0372222222,51.1225000000,116
17.0375000000,51.1225000000,116
17.0377777778,51.1225000000,116
17.0380555556,51.1225000000,116
17.0383333333,51.1225000000,116
17.0244444444,51.1222222222,115
17.0247222222,51.1222222222,115
17.0250000000,51.1222222222,116
17.0252777778,51.1222222222,116
17.0255555556,51.1222222222,116
17.0258333333,51.1222222222,116
17.0261111111,51.1222222222,115
17.0263888889,51.1222222222,115
17.0266666667,51.1222222222,114
17.0269444444,51.1222222222,114
17.0272222222,51.1222222222,115
17.0275000000,51.1222222222,115
17.0277777778,51.1222222222,116
17.0280555556,51.1222222222,117
17.0283333333,51.1222222222,118
17.0286111111,51.1222222222,118
17.0288888889,51.1222222222,118
17.0291666667,51.1222222222,118
17.0294444444,51.1222222222,118
17.0297222222,51.1222222222,118
17.0300000000,51.1222222222,117
17.0302777778,51.1222222222,116
17.0305555556,51.1222222222,115
17.0308333333,51.1222222222,115
17.0311111111,51.1222222222,115
17.0313888889,51.1222222222,115
17.0316666667,51.1222222222,115
17.0319444444,51.1222222222,115
17.0322222222,51.1222222222,115
17.0325000000,51.1222222222,115
17.0327777778,51.1222222222,116
17.0330555556,51.1222222222,116
17.0333333333,51.1222222222,116
17.0336111111,51.1222222222,116
17.0338888889,51.1222222222,116
17.0341666667,51.1222222222,116
17.0344444444,51.1222222222,117
17.0347222222,51.1222222222,118
17.0350000000,51.1222222222,119
17.0352777778,51.1222222222,119
17.0355555556,51.1222222222,119
17.0358333333,51.1222222222,119
17.0361111111,51.1222222222,119
17.0363888889,51.1222222222,119
17.0366666667,51.1222222222,118
17.0369444444,51.1222222222,116
17.0372222222,51.1222222222,114
17.0375000000,51.1222222222,114
17.0377777778,51.1222222222,114
17.0380555556,51.1222222222,114
17.0383333333,51.1222222222,114
17.0244444444,51.1219444444,113
17.0247222222,51.1219444444,114
17.0250000000,51.1219444444,116
17.0252777778,51.1219444444,116
17.0255555556,51.1219444444,117
17.0258333333,51.1219444444,117
17.0261111111,51.1219444444,116
17.0263888889,51.1219444444,116
17.0266666667,51.1219444444,115
17.0269444444,51.1219444444,115
17.0272222222,51.1219444444,116
17.0275000000,51.1219444444,116
17.0277777778,51.1219444444,117
17.0280555556,51.1219444444,118
17.0283333333,51.1219444444,119
17.0286111111,51.1219444444,119
17.0288888889,51.1219444444,118
17.0291666667,51.1219444444,118
17.0294444444,51.1219444444,117
17.0297222222,51.1219444444,117
17.0300000000,51.1219444444,117
17.0302777778,51.1219444444,117
17.0305555556,51.1219444444,117
17.0308333333,51.1219444444,117
17.0311111111,51.1219444444,117
17.0313888889,51.1219444444,117
17.0316666667,51.1219444444,118
17.0319444444,51.1219444444,118
17.0322222222,51.1219444444,118
17.0325000000,51.1219444444,117
17.0327777778,51.1219444444,116
17.0330555556,51.1219444444,116
17.0333333333,51.1219444444,115
17.0336111111,51.1219444444,115
17.0338888889,51.1219444444,115
17.0341666667,51.1219444444,115
17.0344444444,51.1219444444,116
17.0347222222,51.1219444444,117
17.0350000000,51.1219444444,118
17.0352777778,51.1219444444,118
17.0355555556,51.1219444444,117
17.0358333333,51.1219444444,117
17.0361111111,51.1219444444,117
17.0363888889,51.1219444444,117
17.0366666667,51.1219444444,117
17.0369444444,51.1219444444,116
17.0372222222,51.1219444444,114
17.0375000000,51.1219444444,114
17.0377777778,51.1219444444,115
17.0380555556,51.1219444444,116
17.0383333333,51.1219444444,117
17.0244444444,51.1216666667,110
17.0247222222,51.1216666667,112
17.0250000000,51.1216666667,114
17.0252777778,51.1216666667,114
17.0255555556,51.1216666667,114
17.0258333333,51.1216666667,114
